

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (OBJNUM,TYPE,XX1,YY1,XX2,YY2,SIZE,DIAG)
  1454        7:H        7:H       0.947 (1,line,8,0,10,18,18.11,31.62)
  1455        7:H        7:H       0.902 (1,line,23,0,24,12,12.04,40.8)
  1456        7:H        7:H       0.464 (0,line,0,0,0,18,18,41.79)
  1457        7:H        3:D   +   0.485 (2,line,0,12,10,6,11.66,28.79)
  1458        7:H        7:H       0.915 (4,line,12,12,13,37,25.02,39.22)
  1459        7:H        7:H       0.959 (1,line,23,0,24,7,7.07,49.24)
  1460        7:H       10:R   +   0.672 (3,line,0,20,1,42,22.02,43.17)
  1461        7:H        5:F   +   0.632 (3,line,0,22,0,41,19,44.38)
  1462        7:H        7:H       0.842 (4,line,26,7,26,24,17,35.38)
  1463        7:H        7:H       0.987 (4,line,15,6,13,19,13.15,25.81)
  1464        7:H        7:H       0.541 (4,line,6,8,4,20,12.17,28.64)
  1465        7:H        7:H       0.558 (1,line,6,0,6,13,13,32.56)
  1466        7:H        7:H       0.828 (0,line,0,0,0,12,12,35.17)
  1467        7:H        5:F   +   0.484 (3,line,0,15,1,32,17.03,36.24)
  1468        7:H        7:H       0.504 (4,line,17,23,15,38,15.13,48.1)
  1469        7:H        7:H       0.532 (3,line,0,6,1,15,9.06,28.43)
  1470        7:H        5:F   +   0.703 (3,line,0,13,0,31,18,48.01)
  1471        7:H        7:H       0.858 (1,line,9,0,11,23,23.09,44.92)
  1472        7:H        7:H       0.798 (4,line,15,16,13,27,11.18,36.25)
  1473        7:H        5:F   +   0.699 (3,line,0,13,0,32,19,41.87)
  1474        7:H        7:H       0.647 (2,line,0,17,19,8,21.02,41.59)
  1475        7:H        7:H       0.702 (1,line,18,0,20,7,7.28,45.62)
  1476        7:H        7:H       0.922 (4,line,16,10,15,27,17.03,31.38)
  1477        7:H        7:H       0.841 (1,line,6,0,8,25,25.08,44.91)
  1478        7:H        6:G   +   0.513 (1,line,19,0,21,7,7.28,38.83)
  1479        7:H        5:F   +   0.425 (3,line,0,14,0,26,12,41.59)
  1480        7:H        8:L   +   0.565 (0,line,0,0,0,20,20,44.91)
  1481        7:H        5:F   +   0.451 (3,line,0,24,1,34,10.05,35.44)
  1482        7:H       10:R   +   0.632 (3,line,0,24,1,45,21.02,48.1)
  1483        7:H        7:H       0.531 (2,line,0,23,24,8,28.3,50.12)
  1484        7:H        7:H       0.418 (0,line,0,0,0,9,9,31.62)
  1485        7:H        8:L   +   0.78 (0,line,0,0,0,15,15,44.42)
  1486        7:H        7:H       0.515 (3,line,0,21,0,38,17,40.85)
  1487        7:H        6:G   +   0.758 (1,line,17,0,17,10,10,36.24)
  1488        7:H        5:F   +   0.492 (0,line,0,0,0,16,16,39.12)
  1489        7:H        7:H       0.723 (2,line,0,12,16,17,16.76,37.59)
  1490        7:H        7:H       0.523 (0,line,0,0,0,12,12,25.61)
  1491        7:H        7:H       0.746 (4,line,19,8,20,16,8.06,27.59)
  1492        7:H        7:H       0.868 (4,line,24,12,24,33,21,40.8)
  1493        7:H        3:D   +   0.711 (4,line,25,16,24,24,8.06,43.83)
  1494        7:H        7:H       0.467 (3,line,0,7,1,19,12.04,24.21)
  1495        7:H        8:L   +   0.337 (0,line,0,0,0,11,11,36.88)
  1496        7:H        7:H       0.332 (2,line,0,24,24,25,24.02,53.67)
  1497        7:H        3:D   +   0.569 (2,line,0,16,14,6,17.2,30.53)
  1498        7:H        8:L   +   0.367 (0,line,0,0,0,13,13,24.7)
  1499        7:H        7:H       0.919 (4,line,14,10,16,22,12.17,27.2)
  1500        7:H        8:L   +   0.501 (0,line,0,0,0,17,17,43.83)
  1501        7:H        7:H       0.908 (1,line,12,0,13,10,10.05,40.16)
  1502        7:H        7:H       0.568 (4,line,19,8,20,16,8.06,46.52)
  1503        7:H        4:E   +   0.536 (3,line,0,7,1,19,12.04,31.24)
  1504        7:H        4:E   +   0.418 (3,line,0,7,0,30,23,33.11)
  1505        7:H        7:H       0.473 (0,line,0,0,0,12,12,36.06)
  1506        7:H        7:H       0.457 (0,line,0,0,0,18,18,43.05)
  1507        7:H        7:H       0.957 (4,line,11,7,11,19,12,35.74)
  1508        7:H        4:E   +   0.465 (3,line,0,10,2,19,9.22,21.95)
  1509        7:H        4:E   +   0.436 (3,line,0,11,2,28,17.12,36.88)
  1510        7:H        8:L   +   0.431 (0,line,0,0,0,22,22,44.38)
  1511        7:H        7:H       0.551 (1,line,17,0,17,6,6,31.91)
  1512        7:H        4:E   +   0.418 (3,line,0,20,1,29,9.06,44.28)
  1513        7:H        7:H       0.355 (2,line,0,22,14,11,17.8,34.93)
  1514        7:H        7:H       0.741 (3,line,0,25,2,38,13.15,40.16)
  1515        7:H        5:F   +   0.458 (3,line,0,8,1,27,19.03,36.4)
  1516        7:H        7:H       0.939 (4,line,24,21,26,34,13.15,42.8)
  1517        7:H        7:H       0.649 (3,line,0,19,1,25,6.08,28.18)
  1518        7:H        7:H       0.953 (1,line,22,0,24,23,23.09,52.77)
  1519        7:H        3:D   +   0.596 (1,line,12,0,14,8,8.25,39.4)
  1520        7:H        7:H       0.699 (1,line,16,0,17,9,9.06,39.36)
  1521        7:H        3:D   +   0.495 (2,line,0,15,9,10,10.3,29.15)
  1522        7:H        8:L   +   0.261 (0,line,0,0,0,8,8,38.01)
  1523        7:H        6:G   +   0.602 (2,line,0,6,8,9,8.54,29.12)
  1524        7:H        7:H       0.481 (0,line,0,0,0,7,7,30.81)
  1525        7:H        7:H       0.558 (3,line,0,6,1,21,15.03,25.81)
  1526        7:H        7:H       0.935 (4,line,19,6,20,22,16.03,29.73)
  1527        7:H        7:H       0.754 (1,line,18,0,20,8,8.25,32.02)
  1528        7:H        7:H       0.73 (3,line,0,8,1,15,7.07,17.49)
  1529        7:H        7:H       0.704 (2,line,0,8,24,10,24.08,32.2)
  1530        7:H        7:H       0.947 (4,line,25,6,23,21,15.13,42.2)
  1531        7:H        7:H       0.824 (0,line,0,0,0,7,7,32.57)
  1532        7:H        7:H       0.766 (1,line,16,0,17,12,12.04,37.12)
  1533        7:H        7:H       0.559 (4,line,16,9,18,25,16.12,31.62)
  1534        7:H        8:L   +   0.572 (0,line,0,0,0,17,17,29.41)
  1535        7:H        8:L   +   0.61 (0,line,0,0,0,15,15,36.72)
  1536        7:H        8:L   +   0.714 (0,line,0,0,0,19,19,46.87)
  1537        7:H        6:G   +   0.787 (1,line,16,0,18,10,10.2,38.47)
  1538        7:H        3:D   +   0.724 (4,line,17,8,17,17,9,27.02)
  1539        7:H        7:H       0.523 (1,line,6,0,6,8,8,28.64)
  1540        7:H        8:L   +   0.377 (0,line,0,0,0,12,12,35)
  1541        7:H        7:H       0.931 (4,line,25,6,25,18,12,43.01)
  1542        7:H        7:H       0.988 (4,line,23,14,22,31,17.03,46.14)
  1543        7:H        7:H       0.312 (3,line,0,24,1,44,20.02,44.91)
  1544        7:H        7:H       0.449 (2,line,0,6,11,11,12.08,29.55)
  1545        7:H        7:H       0.54 (0,line,0,0,0,9,9,31.76)
  1546        7:H        3:D   +   0.598 (4,line,18,15,18,35,20,39.36)
  1547        7:H        7:H       0.577 (2,line,0,14,9,11,9.49,40.02)
  1548        7:H        8:L   +   0.491 (0,line,0,0,0,18,18,35.61)
  1549        7:H        7:H       0.633 (3,line,0,8,1,30,22.02,38.42)
  1550        7:H        8:L   +   0.362 (0,line,0,0,0,17,17,38.28)
  1551        7:H        7:H       0.84 (3,line,0,7,1,27,20.02,32.98)
  1552        7:H        7:H       0.46 (3,line,0,8,1,22,14.04,39.82)
  1553        7:H        7:H       0.938 (1,line,20,0,21,10,10.05,42.19)
  1554        7:H        5:F   +   0.464 (3,line,0,11,0,17,6,29.73)
  1555        7:H        7:H       0.891 (4,line,21,19,23,32,13.15,39.41)
  1556        7:H        8:L   +   0.57 (0,line,0,0,0,11,11,25.5)
  1557        7:H        9:P   +   0.41 (1,line,17,0,17,20,20,43.46)
  1558        7:H        7:H       0.74 (1,line,18,0,20,7,7.28,36.89)
  1559        7:H        7:H       0.956 (1,line,16,0,17,12,12.04,41.59)
  1560        7:H        7:H       0.726 (4,line,24,9,24,24,15,36.88)
  1561        7:H        7:H       0.554 (1,line,12,0,13,24,24.02,48.76)
  1562        7:H       10:R   +   0.379 (3,line,0,24,1,45,21.02,49.66)
  1563        7:H        3:D   +   0.504 (4,line,16,17,18,26,9.22,37.59)
  1564        7:H        7:H       0.546 (4,line,11,8,9,16,8.25,21.95)
  1565        7:H        7:H       0.664 (4,line,10,12,12,36,24.08,37.95)
  1566        7:H        4:E   +   0.61 (3,line,0,6,0,21,15,27.02)
  1567        7:H        7:H       0.876 (2,line,0,17,23,20,23.19,43.57)
  1568        7:H        7:H       0.812 (2,line,0,11,23,12,23.02,39.41)
  1569        7:H        6:G   +   0.819 (1,line,22,0,24,8,8.25,50.12)
  1570        7:H        7:H       0.59 (3,line,0,9,1,32,23.02,33.84)
  1571        7:H        7:H       0.571 (3,line,0,18,1,37,19.03,43.05)
  1572        7:H        7:H       0.639 (4,line,25,8,27,15,7.28,45)
  1573        7:H        7:H       0.602 (1,line,23,0,25,16,16.12,42.64)
  1574        7:H        7:H       0.55 (0,line,0,0,0,21,21,43.91)
  1575        7:H        9:P   +   0.563 (4,line,26,26,24,50,24.08,56.36)
  1576        7:H        4:E   +   0.567 (3,line,0,6,0,20,14,29)
  1577        7:H        6:G   +   0.527 (2,line,0,17,16,9,17.89,32.25)
  1578        7:H        7:H       0.398 (0,line,0,0,0,22,22,39.4)
  1579        7:H        6:G   +   0.426 (1,line,21,0,21,6,6,40.82)
  1580        7:H        4:E   +   0.335 (3,line,0,16,2,23,7.28,33.97)
  1581        7:H        7:H       0.643 (3,line,0,8,1,19,11.05,27.86)
  1582        7:H        7:H       0.523 (2,line,0,10,17,9,17.03,30.23)
  1583        7:H        8:L   +   0.791 (0,line,0,0,0,19,19,37.66)
  1584        7:H        5:F   +   0.429 (2,line,0,17,19,8,21.02,38.28)
  1585        7:H        8:L   +   0.389 (0,line,0,0,0,17,17,46.57)
  1586        7:H        7:H       0.752 (4,line,21,12,21,26,14,33.42)
  1587        7:H        3:D   +   0.586 (4,line,13,12,11,18,6.32,29.07)
  1588        7:H        7:H       0.529 (2,line,0,9,26,13,26.31,34.71)
  1589        7:H        5:F   +   0.757 (3,line,0,6,2,20,14.14,26.42)
  1590        7:H        9:P   +   0.53 (4,line,17,15,16,39,24.02,46.24)
  1591        7:H        8:L   +   0.562 (0,line,0,0,0,13,13,38.08)
  1592        7:H        5:F   +   0.356 (3,line,0,23,0,41,18,45.62)
  1593        7:H        3:D   +   0.313 (2,line,0,21,10,12,13.45,43.42)
  1594        7:H        5:F   +   0.55 (3,line,0,7,0,19,12,27.59)
  1595        7:H        7:H       0.944 (4,line,9,7,8,23,16.03,24.7)
  1596        7:H        8:L   +   0.306 (0,line,0,0,0,12,12,42.49)
  1597        7:H        8:L   +   0.349 (0,line,0,0,0,10,10,38.83)
  1598        7:H        5:F   +   0.469 (2,line,0,14,10,16,10.2,38.6)
  1599        7:H        7:H       0.788 (1,line,6,0,7,12,12.04,29.83)
  1600        7:H        5:F   +   0.719 (3,line,0,11,0,18,7,27.2)
  1601        7:H        5:F   +   0.485 (3,line,0,18,2,25,7.28,36.07)
  1602        7:H        7:H       0.972 (1,line,24,0,26,11,11.18,46.87)
  1603        7:H        7:H       0.399 (3,line,0,16,0,31,15,41.59)
  1604        7:H        7:H       0.698 (1,line,25,0,26,26,26.02,56.36)
  1605        7:H        7:H       0.93 (1,line,8,0,9,9,9.06,32.28)
  1606        7:H        7:H       0.465 (2,line,0,22,25,9,28.18,41.11)
  1607        7:H        7:H       0.913 (1,line,17,0,19,15,15.13,35.51)
  1608        7:H        7:H       0.873 (1,line,19,0,21,10,10.2,35.81)
  1609        7:H        5:F   +   0.524 (3,line,0,13,2,33,20.1,38.08)
  1610        7:H        7:H       0.371 (0,line,0,0,0,22,22,45.19)
  1611        7:H        7:H       0.63 (3,line,0,13,0,25,12,29.55)
  1612        7:H        7:H       0.503 (0,line,0,0,0,21,21,49.24)
  1613        7:H        7:H       0.566 (2,line,0,12,25,10,25.08,41.87)
  1614        7:H        7:H       0.857 (1,line,9,0,9,20,20,33.24)
  1615        7:H        7:H       0.697 (2,line,0,11,13,7,13.6,34.54)
  1616        7:H        7:H       0.523 (1,line,20,0,22,8,8.25,34.66)
  1617        7:H        7:H       0.934 (4,line,6,9,6,30,21,30.59)
  1618        7:H        7:H       0.442 (4,line,10,16,11,37,21.02,38.6)
  1619        7:H        5:F   +   0.553 (3,line,0,25,2,42,17.12,46.52)
  1620        7:H        6:G   +   0.409 (4,line,10,10,10,23,13,34.48)
  1621        7:H        7:H       0.964 (4,line,25,14,25,33,19,41.4)
  1622        7:H        7:H       0.721 (4,line,15,22,15,35,13,41.79)
  1623        7:H        7:H       0.519 (2,line,0,16,25,14,25.08,41.4)
  1624        7:H        7:H       0.568 (0,line,0,0,0,25,25,35.17)
  1625        7:H        7:H       0.581 (1,line,25,0,27,16,16.12,53.34)
  1626        7:H        7:H       0.404 (3,line,0,16,0,26,10,42.05)
  1627        7:H        7:H       0.557 (1,line,9,0,10,6,6.08,31.62)
  1628        7:H        3:D   +   0.534 (2,line,0,22,18,10,21.63,39.36)
  1629        7:H        7:H       0.539 (3,line,0,12,1,25,13.04,34.89)
  1630        7:H        7:H       0.892 (1,line,9,0,10,17,17.03,42.45)
  1631        7:H        7:H       0.351 (3,line,0,20,2,35,15.13,40.82)
  1632        7:H        7:H       0.568 (0,line,0,0,0,7,7,32.2)
  1633        7:H        7:H       0.952 (1,line,24,0,26,7,7.28,47.71)
  1634        7:H        7:H       0.669 (2,line,0,12,20,8,20.4,32.02)
  1635        7:H        7:H       0.842 (2,line,0,8,25,12,25.32,39.82)
  1636        7:H        7:H       0.587 (4,line,9,6,9,29,23,37.11)
  1637        7:H        7:H       0.379 (0,line,0,0,0,22,22,51.97)
  1638        7:H        7:H       0.55 (0,line,0,0,0,12,12,36.62)
  1639        7:H        7:H       0.35 (0,line,0,0,0,17,17,42.72)
  1640        7:H        8:L   +   0.799 (0,line,0,0,0,15,15,39.81)
  1641        7:H        7:H       0.865 (4,line,20,8,20,33,25,38.59)
  1642        7:H        7:H       0.748 (2,line,0,9,14,8,14.04,34.89)
  1643        7:H        7:H       0.727 (3,line,0,17,0,23,6,35.9)
  1644        7:H        7:H       0.798 (1,line,25,0,26,8,8.06,40.31)
  1645        7:H        7:H       0.793 (4,line,9,12,7,33,21.1,36.14)
  1646        7:H        7:H       0.987 (1,line,20,0,21,17,17.03,44.29)
  1647        7:H        7:H       0.649 (1,line,16,0,18,10,10.2,39.36)
  1648        7:H        7:H       0.729 (4,line,19,14,17,37,23.09,41.59)
  1649        7:H        6:G   +   0.352 (2,line,0,8,20,13,20.62,42.94)
  1650        7:H        7:H       0.945 (4,line,22,7,22,29,22,38.01)
  1651        7:H        7:H       0.438 (2,line,0,11,8,10,8.06,32.02)
  1652        7:H        8:L   +   0.424 (0,line,0,0,0,21,21,42.44)
  1653        7:H        7:H       0.767 (4,line,27,16,26,41,25.02,53.34)
  1654        7:H        7:H       0.732 (4,line,18,24,19,40,16.03,44.28)
  1655        7:H        6:G   +   0.541 (1,line,14,0,14,9,9,30.02)
  1656        7:H        7:H       0.848 (2,line,0,12,13,17,13.93,34.54)
  1657        7:H        4:E   +   0.63 (3,line,0,10,1,30,20.02,40.36)
  1658        7:H        7:H       0.838 (1,line,10,0,12,23,23.09,51.42)
  1659        7:H        5:F   +   0.556 (3,line,0,15,1,33,18.03,41.4)
  1660        7:H        7:H       0.493 (1,line,10,0,10,7,7,33.53)
  1661        7:H        5:F   +   0.787 (3,line,0,8,2,21,13.15,25.55)
  1662        7:H        7:H       0.84 (4,line,10,7,10,27,20,32.57)
  1663        7:H        3:D   +   0.514 (1,line,12,0,14,6,6.32,30.53)
  1664        7:H        5:F   +   0.686 (3,line,0,19,0,28,9,34.41)
  1665        7:H        8:L   +   0.452 (0,line,0,0,0,18,18,37.12)
  1666        7:H        7:H       0.351 (2,line,0,22,26,23,26.02,51.97)
  1667        7:H        7:H       0.742 (2,line,0,24,15,28,15.52,39.92)
  1668        7:H        7:H       0.366 (0,line,0,0,0,9,9,31.38)
  1669        7:H        8:L   +   0.677 (0,line,0,0,0,13,13,38.33)
  1670        7:H        7:H       0.815 (1,line,16,0,18,7,7.28,30.81)
  1671        7:H        7:H       0.439 (0,line,0,0,0,24,24,39.36)
  1672        7:H        7:H       0.545 (0,line,0,0,0,15,15,25.71)
  1673        7:H        5:F   +   0.423 (3,line,0,12,2,28,16.12,29.73)
  1674        7:H        7:H       0.613 (3,line,0,19,2,39,20.1,46.87)
  1675        7:H        7:H       0.941 (4,line,16,14,15,28,14.04,43.08)
  1676        7:H        7:H       0.988 (4,line,23,19,25,32,13.15,40.61)
  1677        7:H        7:H       0.983 (4,line,25,12,25,31,19,39.82)
  1678        7:H        6:G   +   0.714 (4,line,14,6,14,16,10,29.53)
  1679        7:H        5:F   +   0.632 (3,line,0,20,1,39,19.03,48.01)
  1680        7:H        7:H       0.715 (2,line,0,15,23,14,23.02,44.42)
  1681        7:H        3:D   +   0.568 (4,line,18,14,18,27,13,32.45)
  1682        7:H        7:H       0.977 (4,line,24,12,24,26,14,46.65)
  1683        7:H        7:H       0.942 (4,line,8,11,7,35,24.02,35.9)
  1684        7:H        7:H       0.343 (0,line,0,0,0,24,24,49.34)
  1685        7:H        8:L   +   0.418 (0,line,0,0,0,15,15,30.46)
  1686        7:H        5:F   +   0.53 (0,line,0,0,0,13,13,43.01)
  1687        7:H        7:H       0.802 (2,line,0,17,11,8,14.21,40.16)
  1688        7:H        7:H       0.787 (4,line,26,17,28,39,22.09,48.01)
  1689        7:H        7:H       0.566 (0,line,0,0,0,18,18,39.36)
  1690        7:H        5:F   +   0.752 (3,line,0,18,1,33,15.03,38.59)
  1691        7:H        7:H       0.465 (4,line,15,17,15,24,7,33.54)
  1692        7:H        7:H       0.967 (4,line,25,17,24,25,8.06,44.65)
  1693        7:H        8:L   +   0.411 (0,line,0,0,0,20,20,29.15)
  1694        7:H        7:H       0.745 (2,line,0,6,13,11,13.93,29.15)
  1695        8:L        8:L       0.492 (1,line,0,8,2,31,23.09,34.89)
  1696        8:L        8:L       0.62 (1,line,0,9,0,29,20,33.12)
  1697        8:L        8:L       0.624 (2,line,0,0,29,1,29.02,51.04)
  1698        8:L        8:L       0.844 (2,line,0,0,11,0,11,33.84)
  1699        8:L        7:H   +   0.296 (1,line,0,24,0,38,14,42.05)
  1700        8:L        8:L       0.413 (0,line,0,0,0,14,14,24.6)
  1701        8:L        5:F   +   0.265 (1,line,0,23,2,32,9.22,35.78)
  1702        8:L        8:L       0.361 (0,line,0,0,0,17,17,37.12)
  1703        8:L        8:L       0.579 (1,line,0,17,1,33,16.03,42.01)
  1704        8:L        5:F   +   0.695 (1,line,0,25,1,36,11.05,45)
  1705        8:L        8:L       0.622 (0,line,0,0,0,8,8,39.7)
  1706        8:L        8:L       0.842 (1,line,0,13,2,19,6.32,22.47)
  1707        8:L        8:L       0.792 (2,line,0,0,19,1,19.03,30.61)
  1708        8:L        8:L       0.747 (2,line,0,0,17,2,17.12,43.46)
  1709        8:L        8:L       0.8 (0,line,0,0,0,24,24,50.48)
  1710        8:L        8:L       0.57 (0,line,0,0,0,23,23,35.78)
  1711        8:L        5:F   +   0.36 (0,line,0,0,0,13,13,26.4)
  1712        8:L        5:F   +   0.437 (1,line,0,19,0,31,12,34.01)
  1713        8:L        8:L       0.722 (2,line,0,0,37,2,37.05,57.49)
  1714        8:L        8:L       0.784 (0,line,0,0,0,25,25,52.33)
  1715        8:L        8:L       0.887 (2,line,0,0,23,0,23,50.54)
  1716        8:L        8:L       0.364 (1,line,0,19,2,44,25.08,44.91)
  1717        8:L        8:L       0.615 (0,line,0,0,0,9,9,25.5)
  1718        8:L        4:E   +   0.334 (0,line,0,0,0,14,14,36.24)
  1719        8:L        4:E   +   0.353 (0,line,0,0,0,15,15,32.65)
  1720        8:L        8:L       0.468 (1,line,0,18,0,38,20,39.85)
  1721        8:L        8:L       0.937 (2,line,0,0,22,1,22.02,50.09)
  1722        8:L        5:F   +   0.497 (1,line,0,23,1,34,11.05,39.45)
  1723        8:L        7:H   +   0.466 (1,line,0,15,2,28,13.15,29.41)
  1724        8:L        8:L       0.841 (2,line,0,0,14,2,14.14,22.02)
  1725        8:L        4:E   +   0.349 (0,line,0,0,0,20,20,47.42)
  1726        8:L        4:E   +   0.422 (1,line,0,25,2,39,14.14,39.62)
