

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx)
   529       18:R        2:B   +   0.558 (4,5,5,4,3,8,7,5,6,6,5,6,3,7,6,9)
   530       18:R       18:R       0.998 (4,10,4,8,5,5,10,7,4,7,4,9,2,7,5,11)
   531       18:R       18:R       1 (5,5,6,7,3,6,11,9,3,7,3,8,3,7,6,11)
   532       18:R       18:R       0.789 (4,8,6,6,5,7,8,5,6,7,5,7,3,7,5,8)
   533       18:R       18:R       0.998 (3,6,4,4,2,5,10,8,2,7,4,8,2,7,6,11)
   534       18:R       18:R       0.999 (3,8,4,6,4,5,10,7,3,7,3,9,2,6,4,11)
   535       18:R       14:N   +   0.528 (3,7,5,5,5,6,7,3,3,6,6,9,5,9,7,5)
   536       18:R       18:R       0.691 (2,1,2,2,2,6,7,4,4,6,5,6,2,7,3,8)
   537       18:R        2:B   +   0.358 (2,2,3,3,2,7,7,5,5,6,5,6,2,7,5,8)
   538       18:R       19:S   +   0.499 (3,6,4,4,4,8,6,7,3,8,6,7,4,6,7,8)
   539       18:R       18:R       0.636 (5,9,6,7,6,7,7,4,6,6,5,7,3,7,5,9)
   540       18:R        2:B   +   0.406 (4,10,6,8,6,7,7,6,6,7,6,7,3,7,5,9)
   541       18:R       18:R       0.833 (4,5,7,4,6,5,9,4,3,6,4,9,8,5,7,9)
   542       18:R       14:N   +   0.397 (6,11,8,8,8,7,9,6,5,8,6,8,5,8,7,12)
   543       18:R        4:D   +   0.621 (5,11,8,8,5,10,7,3,7,11,2,6,3,7,4,10)
   544       18:R       18:R       0.911 (4,9,4,4,3,9,7,3,5,9,3,8,5,7,5,8)
   545       18:R       11:K   +   0.385 (5,7,7,5,4,10,6,2,6,11,2,7,3,6,3,10)
   546       18:R       18:R       0.809 (2,4,4,3,2,8,7,3,5,10,4,7,2,7,3,10)
   547       18:R       18:R       0.999 (3,7,4,4,2,5,11,8,3,7,3,9,3,7,5,11)
   548       18:R       18:R       0.741 (5,8,8,7,9,8,7,4,4,8,5,7,7,8,6,5)
   549       18:R        4:D   +   0.684 (2,4,4,3,2,9,7,2,6,10,3,6,2,7,3,10)
   550       18:R        2:B   +   0.63 (5,10,5,8,6,6,8,9,5,6,5,7,2,8,5,11)
   551       17:Q       13:M   +   0.586 (6,9,9,8,7,7,4,4,4,7,4,9,5,4,7,7)
   552       17:Q       17:Q       0.989 (4,8,4,9,6,7,10,5,3,6,10,11,3,9,6,8)
   553       17:Q       17:Q       0.358 (7,15,6,8,5,11,4,4,6,10,5,7,3,9,7,12)
   554       17:Q       17:Q       0.943 (5,8,6,7,3,8,8,8,7,5,7,9,3,7,5,10)
   555       17:Q       17:Q       0.7 (3,4,4,6,2,8,7,8,6,6,7,8,3,8,5,9)
   556       17:Q       17:Q       0.609 (2,2,3,4,2,8,7,6,2,6,6,9,2,9,5,9)
   557       17:Q       17:Q       0.999 (4,7,5,8,5,9,9,6,2,4,7,11,3,9,5,10)
   558       17:Q       17:Q       0.312 (5,8,6,7,6,7,4,5,4,7,4,9,5,4,7,6)
   559       17:Q       13:M   +   0.76 (5,5,7,4,5,8,5,5,4,7,4,10,5,6,6,8)
   560       17:Q       17:Q       0.985 (3,3,4,4,3,8,8,6,3,5,7,10,3,8,5,9)
   561       17:Q       17:Q       0.878 (2,3,2,3,2,8,8,5,1,8,7,9,2,9,4,8)
   562       17:Q       17:Q       0.886 (6,10,6,5,3,10,4,4,7,10,4,9,3,8,6,13)
   563       17:Q       17:Q       0.964 (2,2,3,3,2,8,8,7,3,5,6,10,2,9,5,10)
   564       17:Q       15:O   +   0.856 (4,8,5,8,3,8,6,9,7,7,4,9,3,8,4,8)
   565       17:Q       17:Q       0.853 (2,2,3,4,2,8,7,7,3,6,5,9,2,9,3,9)
   566       17:Q       17:Q       1 (4,7,5,9,5,9,7,7,3,5,7,10,3,8,7,10)
   567       17:Q       19:S   +   0.41 (8,12,7,6,4,12,3,3,7,11,2,9,3,8,5,14)
   568       17:Q       17:Q       0.257 (6,9,8,8,7,7,4,5,6,7,4,9,5,5,7,7)
   569       17:Q       17:Q       0.894 (6,9,6,11,8,7,8,6,3,8,9,9,5,9,8,8)
   570       17:Q       17:Q       0.977 (7,8,7,10,7,8,5,7,5,9,6,9,3,8,6,7)
   571       17:Q       17:Q       0.999 (7,8,7,9,6,8,7,6,3,8,8,11,3,8,6,8)
   572       17:Q       17:Q       0.999 (4,8,5,9,5,8,7,7,3,8,7,10,3,9,6,8)
   573       17:Q       17:Q       0.999 (5,10,6,9,5,8,8,7,4,5,8,9,3,8,5,10)
   574       17:Q       17:Q       0.996 (6,9,7,11,7,7,10,5,3,6,9,12,3,9,7,8)
   575       17:Q       17:Q       0.54 (5,10,7,9,4,8,5,9,8,5,4,8,3,8,4,8)
   576       17:Q       17:Q       0.449 (4,7,5,9,5,7,10,3,4,7,10,11,3,9,7,7)
   577       17:Q       17:Q       0.965 (3,5,3,6,4,8,9,5,1,6,7,11,2,9,5,9)
   578       17:Q       17:Q       0.451 (7,10,9,8,8,8,5,8,4,6,7,8,4,6,7,8)
   579       17:Q       17:Q       0.997 (6,8,6,9,7,8,8,6,2,7,8,11,3,8,6,8)
   580       17:Q       17:Q       0.983 (2,3,3,4,3,8,9,5,1,5,7,10,2,9,5,10)
   581       17:Q       17:Q       0.962 (3,6,3,7,4,8,8,6,1,8,7,10,2,9,5,8)
   582       17:Q       19:S   +   0.693 (5,11,5,6,4,7,7,4,8,11,5,8,3,7,9,10)
   583       17:Q       17:Q       1 (5,9,6,11,7,8,6,8,4,5,6,9,3,8,6,10)
   584       17:Q       17:Q       0.998 (2,4,3,5,3,8,9,6,2,5,8,10,3,9,5,10)
   585       17:Q       17:Q       0.762 (5,7,5,9,6,7,10,4,3,7,10,10,3,10,6,7)
   586       17:Q       17:Q       0.749 (5,8,7,6,6,8,5,7,4,6,7,7,4,6,7,8)
   587       17:Q       17:Q       0.986 (4,5,5,5,2,9,8,7,6,5,7,9,3,8,5,9)
   588       17:Q       17:Q       0.999 (5,8,6,9,7,8,7,6,3,8,8,10,3,9,5,8)
   589       17:Q       17:Q       0.964 (2,2,3,3,2,8,8,6,2,5,6,9,2,9,5,10)
   590       17:Q       17:Q       0.998 (4,6,5,8,5,8,9,5,2,6,8,11,3,9,6,8)
   591       17:Q       17:Q       0.876 (7,15,6,8,5,11,5,4,6,11,4,7,3,9,7,13)
   592       17:Q       17:Q       0.679 (4,8,5,9,5,8,7,7,4,9,6,9,3,8,6,8)
   593       17:Q       17:Q       0.235 (5,5,7,5,5,7,4,4,5,7,3,8,4,5,4,8)
   594       17:Q       17:Q       0.975 (6,8,6,10,8,8,5,7,3,9,6,9,3,8,5,8)
   595       17:Q       17:Q       0.998 (3,6,4,7,4,9,9,7,2,4,7,11,3,10,5,10)
   596       17:Q       17:Q       0.403 (3,6,4,5,3,8,8,7,5,6,6,9,2,8,4,8)
   597       17:Q        2:B   +   0.847 (6,14,5,8,5,9,6,4,6,11,5,7,4,8,9,10)
   598       17:Q       17:Q       0.551 (3,5,5,5,4,7,4,4,4,5,3,7,3,7,4,8)
   599       17:Q       17:Q       0.894 (4,9,4,4,3,11,4,4,5,12,3,9,3,8,7,13)
   600       17:Q       17:Q       0.928 (3,4,4,5,3,8,8,5,1,8,8,10,2,9,4,8)
   601       17:Q       17:Q       0.997 (5,7,6,9,6,8,5,8,4,6,5,9,4,8,6,9)
   602       17:Q       17:Q       0.978 (4,3,5,5,2,8,9,7,6,6,8,9,3,8,5,9)
   603       17:Q       17:Q       0.996 (5,10,6,9,5,8,8,8,5,5,8,10,4,7,6,8)
   604       17:Q       17:Q       0.431 (3,3,4,4,3,8,7,6,3,8,6,9,2,9,3,7)
   605       17:Q       17:Q       0.658 (2,4,3,5,3,8,7,6,2,8,7,9,2,9,4,8)
   606       17:Q       17:Q       0.635 (6,9,6,5,4,12,4,3,5,10,3,8,3,9,6,12)
   607       17:Q       17:Q       0.997 (4,5,5,7,3,9,8,8,6,5,8,10,3,8,5,9)
   608       17:Q       17:Q       0.786 (2,4,3,5,3,8,7,6,3,8,6,9,2,9,3,9)
   609       17:Q       17:Q       0.999 (3,5,4,6,4,9,10,6,2,4,8,11,3,10,5,10)
   610       17:Q        4:D   +   0.591 (6,10,8,7,7,8,5,8,5,7,6,5,5,7,8,8)
   611       17:Q       19:S   +   0.616 (9,13,8,7,5,8,6,4,10,11,4,10,3,7,9,9)
   612       17:Q       17:Q       0.97 (3,5,3,6,3,8,8,5,2,8,8,11,2,9,5,8)
   613       17:Q       17:Q       0.988 (6,8,6,9,6,8,7,7,4,8,7,10,3,8,6,8)
   614       17:Q       15:O   +   0.772 (4,5,5,7,3,8,6,8,6,6,5,8,3,8,4,8)
   615       17:Q       17:Q       0.574 (3,8,5,7,4,8,7,7,5,6,6,9,3,8,4,10)
   616       14:N       18:R   +   0.475 (3,6,5,4,5,8,7,4,4,7,5,7,5,10,6,4)
   617       14:N       13:M   +   0.88 (7,10,9,9,9,8,9,4,4,7,4,7,9,6,7,6)
   618       14:N       14:N       0.565 (2,2,3,3,2,7,8,5,4,7,7,7,4,9,1,6)
   619       14:N       14:N       0.579 (1,3,3,2,1,6,8,3,3,10,7,8,4,8,0,7)
   620       14:N       18:R   +   0.467 (5,8,7,7,7,8,8,5,5,8,5,6,6,10,7,2)
   621       14:N       13:M   +   0.922 (7,10,9,8,6,6,9,2,4,9,8,8,7,7,2,7)
   622       14:N       14:N       0.995 (3,4,4,6,2,7,7,14,2,5,6,8,6,8,0,8)
   623       14:N       14:N       0.779 (3,7,4,5,4,9,8,6,5,6,5,4,5,9,2,5)
   624       14:N        8:H   +   0.882 (5,9,7,6,6,7,7,6,6,7,5,8,6,7,3,7)
   625       14:N       18:R   +   0.346 (5,5,7,5,6,8,6,5,5,8,5,7,7,9,5,4)
   626       14:N       14:N       0.993 (2,1,3,2,1,7,7,13,1,5,6,8,5,8,0,8)
   627       14:N       18:R   +   0.653 (6,10,8,8,7,6,7,9,5,6,4,6,5,7,4,10)
   628       14:N       23:W   +   0.811 (6,9,8,7,5,6,10,2,4,9,8,8,5,8,1,8)
   629       14:N       13:M   +   0.675 (6,10,9,8,6,5,10,2,4,9,9,8,7,7,2,7)
   630       14:N       14:N       0.994 (3,7,3,5,2,7,7,13,2,5,6,8,5,8,0,8)
   631       14:N       14:N       0.981 (4,6,6,4,3,10,7,3,5,10,2,5,5,9,1,8)
   632       14:N       14:N       0.991 (8,15,10,8,5,6,8,2,4,13,8,9,6,8,0,7)
   633       14:N       13:M   +   0.62 (5,8,7,6,4,6,9,2,4,9,8,8,6,7,2,7)
   634       14:N       13:M   +   0.622 (10,15,12,8,5,10,6,4,4,13,2,7,7,7,0,6)
   635       14:N       14:N       0.996 (5,11,5,8,5,7,7,13,1,6,6,8,6,9,1,6)
   636       14:N       14:N       0.997 (3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8)
   637       14:N       14:N       0.982 (3,5,5,3,2,9,7,3,5,10,3,5,5,9,1,7)
   638       14:N       14:N       0.501 (2,3,4,2,2,6,8,3,3,10,7,8,4,8,0,7)
   639       14:N       14:N       0.998 (4,6,6,4,3,7,8,3,5,10,6,7,5,8,1,7)
   640       14:N       14:N       0.999 (2,5,4,3,2,7,8,2,4,10,5,6,5,9,0,7)
   641       14:N       14:N       0.729 (8,12,9,6,4,10,5,3,4,13,2,7,5,7,0,7)
   642       14:N       11:K   +   0.677 (9,10,8,6,3,5,8,5,7,3,3,11,6,10,3,7)
   643       14:N        4:D   +   0.504 (5,9,7,6,5,6,8,7,7,7,6,7,3,7,3,8)
   644       14:N       14:N       0.733 (2,6,2,4,2,7,7,11,1,6,6,8,4,8,0,8)
   645       14:N       14:N       0.838 (4,2,4,3,3,7,8,5,5,7,7,6,6,9,3,6)
   646       14:N       14:N       0.264 (5,8,8,6,7,6,8,3,4,8,7,9,7,8,5,5)
   647       14:N       14:N       0.997 (4,6,5,4,3,11,7,4,5,10,1,4,5,9,1,7)
   648       14:N       14:N       0.992 (10,15,9,8,4,8,10,5,4,4,6,10,6,11,3,6)
   649       14:N        8:H   +   0.479 (4,10,5,8,5,8,7,12,1,6,6,8,5,8,0,9)
   650       14:N       14:N       0.771 (3,5,4,4,3,7,8,5,5,7,7,6,5,9,2,6)
   651       14:N       23:W   +   0.491 (6,10,8,7,5,6,10,2,4,9,7,7,5,9,1,8)
   652       14:N       14:N       0.48 (4,8,6,6,3,4,9,4,4,10,10,9,5,8,1,7)
   653       14:N       14:N       0.825 (4,5,4,3,3,7,8,5,5,7,7,6,6,9,3,6)
   654       14:N       14:N       0.991 (4,5,7,4,3,7,9,3,5,11,6,6,6,8,1,7)
   655       14:N       21:U   +   0.712 (5,9,7,7,4,3,9,4,4,11,11,10,5,7,1,8)
   656       14:N       14:N       0.995 (5,9,5,7,3,7,7,15,2,4,6,8,6,8,0,8)
   657       14:N       14:N       0.533 (8,10,11,8,5,9,7,3,6,10,4,6,7,9,2,7)
   658       14:N        2:B   +   0.671 (5,9,7,7,8,9,7,4,4,7,6,6,7,12,7,6)
   659       14:N       14:N       0.997 (2,5,4,4,2,7,9,2,4,10,6,7,5,8,1,7)
   660       14:N       14:N       0.986 (6,11,9,8,6,7,9,2,4,9,6,7,6,8,1,8)
   661       14:N       14:N       0.994 (5,11,6,8,3,7,7,15,2,4,6,8,6,8,0,8)
   662       14:N       10:J   +   0.952 (2,3,3,1,1,8,8,2,4,11,5,6,4,8,0,7)
   663       14:N       14:N       0.671 (6,10,8,8,5,7,8,6,6,7,7,6,6,9,2,6)
   664       14:N       14:N       0.999 (4,7,6,5,3,7,8,3,4,10,6,7,5,8,1,7)
   665       14:N       14:N       0.98 (3,7,5,5,3,7,8,6,4,7,6,7,5,9,1,6)
   666       14:N       14:N       0.994 (5,7,8,5,4,11,7,3,5,11,0,4,5,9,1,7)
   667       14:N       14:N       0.996 (3,9,4,6,2,7,7,14,2,5,6,8,6,8,0,8)
   668       14:N       14:N       0.947 (9,12,7,7,3,9,11,5,6,3,5,9,5,8,2,7)
   669       14:N       14:N       0.996 (3,6,4,4,3,7,9,6,4,7,6,6,5,9,1,6)
   670       14:N       14:N       0.993 (5,7,7,5,4,8,8,2,5,10,4,6,5,9,1,7)
   671       14:N       14:N       0.845 (7,11,9,8,7,7,9,6,6,7,6,6,6,9,2,6)
   672       14:N       14:N       0.969 (5,9,6,7,4,7,9,5,5,7,6,7,6,9,2,6)
   673       14:N       14:N       0.945 (3,4,3,3,2,7,8,5,4,7,6,6,5,9,2,6)
   674       14:N       14:N       0.958 (1,1,1,1,1,7,7,10,1,5,6,8,4,8,0,8)
   675       14:N       14:N       0.825 (9,13,8,7,4,5,9,4,6,3,4,11,6,10,2,7)
   676       14:N       14:N       0.979 (5,7,7,5,4,10,8,4,6,10,1,4,5,9,1,7)
   677       14:N       14:N       0.966 (4,6,5,4,3,7,9,2,4,9,7,7,5,8,1,8)
   678       14:N       14:N       0.963 (2,1,2,3,2,7,8,5,4,7,6,7,4,8,1,6)
   679       14:N        2:B   +   0.856 (6,8,8,7,8,7,8,4,4,7,5,6,7,8,7,2)
   680       10:J       10:J       0.996 (1,3,2,2,1,8,5,4,4,13,7,12,1,7,0,8)
   681       10:J        2:B   +   0.489 (6,9,8,10,7,7,8,4,6,7,7,7,4,8,10,10)
   682       10:J       18:R   +   0.485 (4,10,6,7,6,10,8,3,4,8,3,6,4,8,7,7)
   683       10:J       10:J       1 (2,5,4,4,2,9,7,2,6,14,5,9,1,6,1,8)
   684       10:J       10:J       1 (1,4,3,3,1,9,5,3,6,14,5,10,0,7,0,8)
   685       10:J       10:J       0.955 (2,8,3,6,2,10,7,0,7,11,3,6,0,7,1,7)
   686       10:J       15:O   +   0.634 (5,7,6,5,4,8,6,8,6,7,7,8,2,7,4,6)
   687       10:J       10:J       1 (1,4,2,2,1,9,6,3,5,12,5,9,1,7,1,7)
   688       10:J        2:B   +   0.405 (6,7,4,10,3,10,6,3,4,11,3,5,3,8,7,10)
   689       10:J       17:Q   +   0.477 (6,7,8,9,7,7,8,4,7,6,7,7,3,10,9,9)
   690       10:J       10:J       1 (2,5,3,3,1,10,6,2,6,12,4,9,1,6,1,7)
   691       10:J       10:J       1 (4,6,5,4,2,8,6,4,6,15,7,12,1,6,1,7)
   692       10:J       10:J       0.994 (3,7,4,5,2,9,6,1,6,13,4,8,0,7,0,8)
   693       10:J       10:J       1 (2,9,3,6,1,11,3,10,3,12,7,13,1,6,0,8)
   694       10:J       10:J       1 (2,5,5,3,2,9,5,4,5,14,6,12,1,6,0,7)
   695       10:J       10:J       1 (2,8,2,6,1,13,3,8,4,13,3,11,1,6,0,8)
   696       10:J       10:J       1 (1,1,2,2,1,10,6,3,5,12,5,9,1,7,1,7)
   697       10:J       10:J       0.999 (7,11,9,9,5,7,8,3,6,15,6,10,1,6,1,6)
   698       10:J       10:J       0.999 (1,6,2,4,1,14,2,5,5,13,1,9,0,7,0,8)
   699       10:J       10:J       1 (2,7,3,5,1,12,2,9,4,14,5,13,1,6,0,8)
   700       10:J       10:J       1 (0,0,1,0,0,12,4,5,3,12,4,10,0,7,0,8)
   701       10:J       10:J       1 (0,0,1,0,0,12,4,5,3,12,5,11,0,7,0,8)
   702       10:J       10:J       0.999 (2,5,4,4,2,7,7,3,6,15,7,10,1,6,1,7)
   703       10:J       10:J       1 (5,10,7,8,4,10,2,6,5,15,5,13,0,7,0,7)
   704       10:J       13:M   +   0.603 (6,7,8,9,7,8,10,4,5,7,7,8,5,6,9,7)
   705       10:J       10:J       1 (2,7,2,5,1,12,2,9,4,13,5,12,1,6,0,8)
   706       10:J       20:T   +   0.425 (5,9,6,7,3,6,8,2,6,15,6,8,2,8,2,8)
   707       10:J       10:J       1 (3,9,4,7,1,12,2,9,4,14,5,13,1,6,0,8)
   708       10:J       10:J       1 (4,8,5,6,2,9,6,2,8,15,4,8,0,7,0,8)
   709       10:J       10:J       0.982 (2,11,3,8,2,15,4,4,5,13,1,8,0,7,0,8)
   710       10:J       10:J       1 (2,10,3,8,1,12,3,10,3,13,6,13,1,6,0,8)
   711       10:J       10:J       1 (2,7,4,5,1,7,6,4,6,15,7,12,1,6,0,7)
   712       10:J       10:J       0.987 (3,9,4,6,2,14,3,5,5,13,2,9,0,7,0,8)
   713       10:J       10:J       1 (3,9,5,6,3,7,7,3,6,15,5,9,1,7,1,7)
   714       10:J       10:J       0.996 (3,10,5,7,2,7,8,2,7,15,5,8,0,6,1,7)
   715       10:J       10:J       0.999 (2,6,4,4,1,7,8,2,6,15,6,9,0,7,1,7)
   716       10:J       10:J       1 (2,5,3,3,1,9,6,3,6,12,4,9,1,6,1,7)
   717       10:J       10:J       0.977 (3,9,4,7,3,9,6,2,5,11,4,9,1,6,2,5)
   718       10:J       10:J       0.409 (3,6,2,9,2,9,8,3,3,12,4,5,2,8,5,10)
   719       10:J       10:J       0.993 (3,11,4,8,3,9,6,2,7,12,3,8,1,6,2,6)
   720       10:J        2:B   +   0.611 (4,8,3,12,3,8,7,3,3,11,4,5,3,8,6,10)
   721       10:J       10:J       1 (3,9,4,7,1,11,2,11,3,13,8,14,1,6,0,8)
   722       10:J       10:J       0.999 (1,3,2,2,1,11,6,1,6,11,3,7,0,7,0,8)
   723       10:J       10:J       1 (2,8,3,6,1,13,2,8,4,13,4,12,1,6,0,8)
   724       10:J       10:J       1 (1,7,2,5,1,11,3,10,3,12,7,13,1,6,0,8)
   725       10:J       10:J       1 (3,5,4,8,1,11,2,11,3,13,7,14,1,6,0,8)
   726       10:J       10:J       1 (2,5,4,4,2,8,6,3,5,14,6,10,1,6,0,7)
   727       10:J       10:J       1 (2,2,3,4,1,10,6,2,7,12,3,8,1,6,1,7)
   728       10:J       19:S   +   0.571 (2,7,4,5,4,8,8,3,3,8,5,6,4,8,5,4)
   729       10:J       10:J       0.996 (4,10,5,8,2,6,8,2,7,15,7,9,1,6,1,7)
   730       10:J       10:J       1 (1,4,2,3,1,10,6,2,6,12,4,9,0,7,1,7)
   731       10:J       10:J       1 (2,3,2,5,1,13,3,8,4,13,4,12,1,6,0,8)
   732       10:J        6:F   +   0.909 (6,11,5,8,4,5,13,3,3,13,6,4,2,8,6,6)
   733       10:J       10:J       0.999 (0,0,1,0,0,12,4,4,3,11,4,10,0,7,0,8)
   734       10:J       10:J       1 (0,0,1,0,0,12,4,6,3,12,5,11,0,7,0,8)
   735       10:J       10:J       0.981 (4,10,4,7,3,14,3,5,4,13,2,10,0,7,0,8)
   736       10:J       18:R   +   0.803 (2,9,4,6,4,10,7,3,3,9,3,6,2,7,7,7)
   737        5:E        5:E       0.999 (3,8,3,6,2,2,8,6,10,7,6,15,0,8,6,7)
   738        5:E        7:G   +   0.397 (2,4,2,2,2,7,7,5,8,6,5,8,2,8,6,9)
   739        5:E       19:S   +   0.408 (7,12,5,6,4,8,7,4,4,10,5,9,3,9,8,11)
   740        5:E        5:E       0.69 (2,5,4,3,2,7,7,2,8,11,7,9,2,9,4,8)
   741        5:E        5:E       0.885 (3,6,4,4,2,4,6,6,10,7,7,13,0,8,8,8)
   742        5:E       17:Q   +   0.87 (4,8,5,6,5,8,7,6,3,6,6,10,3,8,7,9)
   743        5:E       26:Z   +   0.676 (3,5,6,3,3,8,7,2,9,11,5,9,3,7,5,8)
   744        5:E        5:E       0.646 (2,3,3,2,2,7,7,5,7,7,6,8,2,8,5,10)
   745        5:E        5:E       1 (2,3,3,5,2,3,7,6,10,7,6,15,0,8,7,8)
   746        5:E        2:B   +   0.366 (3,7,4,5,4,8,7,4,7,7,6,8,6,9,5,10)
   747        5:E        9:I   +   0.754 (1,0,1,0,0,5,8,5,7,7,6,12,0,8,6,10)
   748        5:E        5:E       0.813 (3,5,6,3,3,5,8,2,9,11,7,9,2,8,4,8)
   749        5:E        5:E       0.96 (4,8,6,6,6,7,7,5,8,7,7,9,3,8,6,9)
   750        5:E        5:E       0.698 (3,7,4,5,4,7,8,6,9,6,4,9,3,8,6,8)
   751        5:E       19:S   +   0.341 (7,15,6,8,5,7,7,4,5,10,6,9,3,9,8,10)
   752        5:E        5:E       1 (3,8,3,6,4,3,7,5,9,7,7,14,0,8,6,9)
   753        5:E       17:Q   +   0.732 (4,10,3,5,2,9,6,5,4,11,4,10,3,8,8,13)
   754        5:E        5:E       0.561 (3,6,5,4,3,5,8,3,8,11,8,9,2,8,4,7)
   755        5:E       24:X   +   0.386 (5,8,7,6,4,4,9,3,9,11,9,10,2,8,4,5)
   756        5:E        9:I   +   0.493 (1,0,1,0,1,5,7,5,7,7,6,12,0,8,6,9)
   757        5:E        5:E       1 (5,5,5,7,3,3,7,6,12,7,6,15,0,8,7,6)
   758        5:E       18:R   +   0.574 (6,11,4,6,3,7,8,4,4,10,5,9,3,9,7,10)
   759        5:E        5:E       0.931 (1,1,1,1,1,4,7,5,8,7,6,13,0,8,6,9)
   760        5:E        5:E       0.566 (3,9,5,6,4,7,7,6,9,8,8,9,3,8,6,8)
   761        5:E        5:E       0.771 (1,1,2,2,1,4,7,5,8,7,6,13,0,8,7,9)
   762        5:E        5:E       1 (5,6,5,8,3,3,7,6,11,7,6,15,0,8,7,7)
   763        5:E        5:E       0.7 (4,7,5,5,4,7,7,5,9,7,7,9,3,8,6,8)
   764        5:E        7:G   +   0.479 (6,11,8,8,9,6,6,3,6,8,7,12,5,9,9,8)
   765        5:E        5:E       0.853 (2,3,4,2,2,7,7,2,7,11,6,9,2,8,4,8)
   766        5:E       24:X   +   0.903 (5,11,7,8,5,7,7,1,9,10,6,9,2,8,5,8)
   767        5:E        5:E       0.815 (2,6,2,4,2,3,8,5,9,8,8,13,0,8,6,9)
   768        5:E        5:E       0.999 (5,10,5,7,3,3,8,6,11,7,6,15,0,8,7,7)
   769        5:E        5:E       0.773 (1,1,1,1,1,4,8,5,7,7,6,12,0,8,6,10)
   770        5:E       11:K   +   0.738 (6,11,8,9,7,9,6,1,8,11,4,9,4,7,6,10)
   771        5:E        5:E       0.724 (7,10,9,8,7,7,7,2,8,11,7,9,3,8,5,8)
   772        5:E       19:S   +   0.962 (7,10,5,5,3,8,6,4,7,10,6,9,2,10,8,8)
   773        5:E       11:K   +   0.939 (6,9,8,7,7,10,6,2,7,11,4,8,4,6,6,11)
   774        5:E       11:K   +   0.545 (5,9,7,8,8,5,6,3,3,7,6,8,5,11,10,9)
   775        5:E       11:K   +   0.775 (5,10,8,8,9,7,8,3,6,6,7,11,4,11,8,7)
   776        5:E        7:G   +   0.539 (5,10,3,5,2,6,9,5,8,9,5,10,1,7,6,8)
   777        5:E        5:E       0.396 (4,7,6,5,5,8,7,6,3,7,6,10,4,8,8,9)
   778        5:E        5:E       0.829 (1,0,2,1,1,5,7,5,8,7,6,12,0,8,6,9)
   779        5:E        5:E       1 (3,7,4,5,2,3,8,6,11,7,6,15,0,8,7,7)
   780        5:E       24:X   +   0.501 (4,9,5,7,4,4,9,3,8,10,8,10,2,8,4,6)
   781        5:E        2:B   +   0.348 (5,11,4,6,3,6,9,4,5,10,6,8,3,8,7,9)
   782        5:E        5:E       0.945 (3,2,4,4,3,7,7,6,8,7,7,9,2,8,6,9)
   783        5:E        5:E       0.999 (3,9,3,6,2,3,6,6,10,7,7,14,0,8,7,8)
   784        5:E        5:E       0.421 (4,11,6,8,5,10,6,2,7,11,4,9,3,7,6,12)
   785        5:E        5:E       0.862 (2,3,3,2,2,7,7,5,7,7,6,9,2,8,5,10)
   786        5:E        5:E       0.361 (4,9,6,8,7,6,8,4,3,8,7,9,5,11,8,11)
   787        5:E       24:X   +   0.512 (3,5,5,3,3,6,9,2,9,11,8,8,2,8,4,6)
   788        5:E        5:E       0.435 (3,7,5,5,3,8,7,2,9,11,5,8,2,8,5,9)
   789        5:E       19:S   +   0.377 (6,13,5,7,4,7,8,4,4,11,5,9,3,9,8,11)
   790        5:E        2:B   +   0.515 (2,1,2,2,2,7,7,5,6,7,6,8,2,8,5,10)
   791        5:E        5:E       1 (5,11,5,8,6,3,7,5,9,7,7,14,0,8,6,8)
   792        5:E        5:E       1 (5,11,5,8,3,3,8,6,12,7,6,15,0,8,7,6)
   793        5:E       11:K   +   0.966 (5,10,7,7,6,10,6,1,7,11,4,8,4,8,5,11)
   794        5:E       19:S   +   0.447 (5,9,4,4,2,8,7,3,4,10,5,9,3,9,8,11)
   795        5:E       23:W   +   0.505 (6,9,8,8,10,6,7,4,3,7,6,9,7,11,11,12)
   796        5:E       11:K   +   0.767 (6,10,9,8,7,10,6,2,7,11,5,8,6,8,6,11)
   797        5:E        5:E       1 (5,5,5,8,3,3,8,6,12,7,6,15,0,8,7,6)
   798        5:E        8:H   +   0.263 (4,8,6,6,6,7,7,3,6,7,7,10,4,9,8,8)
   799       19:S       19:S       0.962 (3,3,4,4,2,7,6,5,9,5,6,9,0,9,9,8)
   800       19:S       12:L   +   0.718 (4,9,3,4,2,7,3,1,5,6,2,7,2,8,5,9)
   801       19:S       19:S       0.53 (7,10,9,8,5,7,8,4,9,11,5,6,2,6,5,8)
   802       19:S       19:S       0.917 (3,9,4,7,2,7,6,6,10,5,7,10,0,9,9,8)
   803       19:S       19:S       0.503 (3,5,4,3,2,8,7,2,7,10,6,8,1,9,5,8)
   804       19:S        9:I   +   0.981 (1,0,1,0,0,8,7,4,6,5,6,8,0,8,7,8)
   805       19:S       19:S       0.93 (4,8,4,6,2,7,6,5,9,5,6,9,0,8,9,8)
   806       19:S       19:S       0.735 (3,5,5,3,2,8,6,2,7,10,7,9,2,9,5,8)
   807       19:S       20:T   +   0.329 (5,8,7,6,3,5,9,3,9,11,7,6,2,7,5,5)
