@relation ArtificialCharacters-weka.filters.supervised.attribute.NominalToBinary

@attribute CLASS {A,C,D,E,F,G,H,L,P,R}
@attribute OBJNUM numeric
@attribute TYPE string
@attribute XX1 numeric
@attribute YY1 numeric
@attribute XX2 numeric
@attribute YY2 numeric
@attribute SIZE numeric
@attribute DIAG numeric

@data
P,5,line,14,27,0,19,16.12,56.94
P,0,line,0,0,0,36,36,53.71
P,1,line,0,36,0,49,13,53.71
P,2,line,0,49,8,45,8.94,53.71
P,3,line,8,45,22,39,15.23,53.71
P,4,line,22,39,22,28,11,53.71
P,5,line,22,28,8,22,15.23,53.71
P,6,line,8,22,0,16,10,53.71
P,0,line,0,0,0,25,25,44.27
P,1,line,0,25,2,42,17.12,44.27
P,2,line,2,42,14,33,15,44.27
P,3,line,14,33,14,22,11,44.27
P,4,line,14,22,0,11,17.8,44.27
P,0,line,0,0,0,29,29,43.17
P,1,line,0,29,1,42,13.04,43.17
P,2,line,1,42,10,35,11.4,43.17
P,3,line,10,35,10,28,7,43.17
P,4,line,10,28,0,21,12.21,43.17
P,0,line,0,0,0,25,25,56.04
P,1,line,0,25,1,46,21.02,56.04
P,2,line,1,46,32,34,33.24,56.04
P,3,line,32,34,32,21,13,56.04
P,4,line,32,21,0,8,34.54,56.04
P,0,line,0,0,0,21,21,48.1
P,1,line,0,21,2,45,24.08,48.1
P,2,line,2,45,17,36,17.49,48.1
P,3,line,17,36,17,23,13,48.1
P,4,line,17,23,0,10,21.4,48.1
P,0,line,0,0,0,33,33,50.09
P,1,line,0,33,1,45,12.04,50.09
P,2,line,1,45,10,41,9.85,50.09
P,3,line,10,41,22,34,13.89,50.09
P,4,line,22,34,22,21,13,50.09
P,5,line,22,21,10,14,13.89,50.09
P,6,line,10,14,0,7,12.21,50.09
P,0,line,0,0,0,21,21,30.68
P,1,line,0,21,1,29,8.06,30.68
P,2,line,1,29,10,24,10.3,30.68
P,3,line,10,24,10,17,7,30.68
P,4,line,10,17,0,10,12.21,30.68
P,0,line,0,0,0,35,35,53.14
P,1,line,0,35,0,50,15,53.14
P,2,line,0,50,18,43,19.31,53.14
P,3,line,18,43,18,36,7,53.14
P,4,line,18,36,0,29,19.31,53.14
P,0,line,0,0,0,27,27,54.13
P,1,line,0,27,2,49,22.09,54.13
P,2,line,2,49,12,45,10.77,54.13
P,3,line,12,45,23,37,13.6,54.13
P,4,line,23,37,23,22,15,54.13
P,5,line,23,22,12,14,13.6,54.13
P,6,line,12,14,0,6,14.42,54.13
P,0,line,0,0,0,27,27,50.92
P,1,line,0,27,2,48,21.1,50.92
P,2,line,2,48,8,46,6.32,50.92
P,3,line,8,46,17,40,10.82,50.92
P,4,line,17,40,17,29,11,50.92
P,5,line,17,29,8,23,10.82,50.92
P,6,line,8,23,0,17,10,50.92
P,0,line,0,0,0,24,24,48.85
P,1,line,0,24,2,45,21.1,48.85
P,2,line,2,45,19,36,19.24,48.85
P,3,line,19,36,19,26,10,48.85
P,4,line,19,26,0,16,21.47,48.85
P,0,line,0,0,0,35,35,61.03
P,1,line,0,35,1,58,23.02,61.03
P,2,line,1,58,19,47,21.1,61.03
P,3,line,19,47,19,34,13,61.03
P,4,line,19,34,0,21,23.02,61.03
P,0,line,0,0,0,31,31,43.42
P,1,line,0,31,1,42,11.05,43.42
P,2,line,1,42,6,42,5,43.42
P,3,line,6,42,11,38,6.4,43.42
P,4,line,11,38,11,31,7,43.42
P,5,line,11,31,6,27,6.4,43.42
P,6,line,6,27,0,23,7.21,43.42
P,0,line,0,0,0,27,27,36.88
P,1,line,0,27,1,36,9.06,36.88
P,2,line,1,36,4,36,3,36.88
P,3,line,4,36,8,33,5,36.88
P,4,line,8,33,8,28,5,36.88
P,5,line,8,28,4,25,5,36.88
P,6,line,4,25,0,22,5,36.88
P,0,line,0,0,0,30,30,57.43
P,1,line,0,30,0,47,17,57.43
P,2,line,0,47,33,34,35.47,57.43
P,3,line,33,34,33,20,14,57.43
P,4,line,33,20,0,6,35.85,57.43
P,0,line,0,0,0,22,22,46.49
P,1,line,0,22,2,44,22.09,46.49
P,2,line,2,44,10,41,8.54,46.49
P,3,line,10,41,15,37,6.4,46.49
P,4,line,15,37,15,28,9,46.49
P,5,line,15,28,10,24,6.4,46.49
P,6,line,10,24,0,20,10.77,46.49
P,0,line,0,0,0,35,35,50.01
P,1,line,0,35,1,49,14.04,50.01
P,2,line,1,49,10,43,10.82,50.01
P,3,line,10,43,10,36,7,50.01
P,4,line,10,36,0,29,12.21,50.01
P,0,line,0,0,0,20,20,29.41
P,1,line,0,20,1,28,8.06,29.41
P,2,line,1,28,9,24,8.94,29.41
P,3,line,9,24,9,17,7,29.41
P,4,line,9,17,0,10,11.4,29.41
P,0,line,0,0,0,22,22,48.85
P,1,line,0,22,0,45,23,48.85
P,2,line,0,45,17,42,17.26,48.85
P,3,line,17,42,19,37,5.39,48.85
P,4,line,19,37,19,27,10,48.85
P,5,line,19,27,17,22,5.39,48.85
P,6,line,17,22,0,17,17.72,48.85
P,0,line,0,0,0,32,32,55.54
P,1,line,0,32,0,54,22,55.54
P,2,line,0,54,10,52,10.2,55.54
P,3,line,10,52,13,48,5,55.54
P,4,line,13,48,13,39,9,55.54
P,5,line,13,39,10,35,5,55.54
P,6,line,10,35,0,31,10.77,55.54
P,0,line,0,0,0,34,34,40.11
P,1,line,0,34,2,40,6.32,40.11
P,2,line,2,40,3,37,3.16,40.11
P,3,line,3,37,3,34,3,40.11
P,4,line,3,34,0,31,4.24,40.11
P,0,line,0,0,0,30,30,65.19
P,1,line,0,30,0,55,25,65.19
P,2,line,0,55,22,49,22.8,65.19
P,3,line,22,49,35,43,14.32,65.19
P,4,line,35,43,35,30,13,65.19
P,5,line,35,30,22,24,14.32,65.19
P,6,line,22,24,0,18,22.8,65.19
P,0,line,0,0,0,31,31,53.16
P,1,line,0,31,1,51,20.02,53.16
P,2,line,1,51,10,49,9.22,53.16
P,3,line,10,49,15,44,7.07,53.16
P,4,line,15,44,15,34,10,53.16
P,5,line,15,34,10,29,7.07,53.16
P,6,line,10,29,0,24,11.18,53.16
P,0,line,0,0,0,36,36,56.08
P,1,line,0,36,1,48,12.04,56.08
P,2,line,1,48,16,42,16.16,56.08
P,3,line,16,42,29,35,14.76,56.08
P,4,line,29,35,29,20,15,56.08
P,5,line,29,20,16,13,14.76,56.08
P,6,line,16,13,0,6,17.46,56.08
P,0,line,0,0,0,26,26,40.26
P,1,line,0,26,0,39,13,40.26
P,2,line,0,39,10,34,11.18,40.26
P,3,line,10,34,10,27,7,40.26
P,4,line,10,27,0,20,12.21,40.26
P,0,line,0,0,0,38,38,69.35
P,1,line,0,38,1,63,25.02,69.35
P,2,line,1,63,24,48,27.46,69.35
P,3,line,24,48,29,35,13.93,69.35
P,4,line,29,35,24,20,15.81,69.35
P,5,line,24,20,0,6,27.78,69.35
P,0,line,0,0,0,28,28,43.38
P,1,line,0,28,0,39,11,43.38
P,2,line,0,39,10,37,10.2,43.38
P,3,line,10,37,19,30,11.4,43.38
P,4,line,19,30,10,25,10.3,43.38
P,5,line,10,25,0,19,11.66,43.38
P,0,line,0,0,0,39,39,51.2
P,1,line,0,39,2,50,11.18,51.2
P,2,line,2,50,10,49,8.06,51.2
P,3,line,10,49,11,42,7.07,51.2
P,4,line,11,42,10,37,5.1,51.2
P,5,line,10,37,0,31,11.66,51.2
P,0,line,0,0,0,34,34,41.59
P,1,line,0,34,0,41,7,41.59
P,2,line,0,41,7,37,8.06,41.59
P,3,line,7,37,7,32,5,41.59
P,4,line,7,32,0,27,8.6,41.59
P,0,line,0,0,0,28,28,38.48
P,1,line,0,28,1,35,7.07,38.48
P,2,line,1,35,16,26,17.49,38.48
P,3,line,16,26,16,16,10,38.48
P,4,line,16,16,0,6,18.87,38.48
P,0,line,0,0,0,24,24,46.1
P,1,line,0,24,0,42,18,46.1
P,2,line,0,42,10,37,11.18,46.1
P,3,line,10,37,19,31,10.82,46.1
P,4,line,19,31,19,18,13,46.1
P,5,line,19,18,10,12,10.82,46.1
P,6,line,10,12,0,6,11.66,46.1
P,0,line,0,0,0,24,24,61.4
P,1,line,0,24,2,49,25.08,61.4
P,2,line,2,49,29,45,27.29,61.4
P,3,line,29,45,37,37,11.31,61.4
P,4,line,37,37,37,22,15,61.4
P,5,line,37,22,29,14,11.31,61.4
P,6,line,29,14,0,6,30.08,61.4
P,0,line,0,0,0,39,39,63.25
P,1,line,0,39,2,60,21.1,63.25
P,2,line,2,60,14,56,12.65,63.25
P,3,line,14,56,20,47,10.82,63.25
P,4,line,20,47,14,40,9.22,63.25
P,5,line,14,40,0,32,16.12,63.25
P,0,line,0,0,0,22,22,31.62
P,1,line,0,22,0,30,8,31.62
P,2,line,0,30,4,30,4,31.62
P,3,line,4,30,10,27,6.71,31.62
P,4,line,10,27,10,22,5,31.62
P,5,line,10,22,4,19,6.71,31.62
P,6,line,4,19,0,16,5,31.62
P,0,line,0,0,0,26,26,53.31
P,1,line,0,26,2,49,23.09,53.31
P,2,line,2,49,21,39,21.47,53.31
P,3,line,21,39,21,27,12,53.31
P,4,line,21,27,0,15,24.19,53.31
P,0,line,0,0,0,20,20,37
P,1,line,0,20,2,35,15.13,37
P,2,line,2,35,6,33,4.47,37
P,3,line,6,33,12,29,7.21,37
P,4,line,12,29,12,21,8,37
P,5,line,12,21,6,17,7.21,37
P,6,line,6,17,0,13,7.21,37
P,0,line,0,0,0,21,21,29.12
P,1,line,0,21,0,28,7,29.12
P,2,line,0,28,4,27,4.12,29.12
P,3,line,4,27,8,25,4.47,29.12
P,4,line,8,25,8,20,5,29.12
P,5,line,8,20,4,18,4.47,29.12
P,6,line,4,18,0,16,4.47,29.12
P,0,line,0,0,0,39,39,68.6
P,1,line,0,39,0,59,20,68.6
P,2,line,0,59,26,53,26.68,68.6
P,3,line,26,53,35,44,12.73,68.6
P,4,line,35,44,35,27,17,68.6
P,5,line,35,27,26,18,12.73,68.6
P,6,line,26,18,0,9,27.51,68.6
P,0,line,0,0,0,28,28,58.6
P,1,line,0,28,0,53,25,58.6
P,2,line,0,53,21,42,23.71,58.6
P,3,line,21,42,25,31,11.7,58.6
P,4,line,25,31,21,18,13.6,58.6
P,5,line,21,18,0,6,24.19,58.6
P,0,line,0,0,0,39,39,60.42
P,1,line,0,39,2,55,16.12,60.42
P,2,line,2,55,21,42,23.02,60.42
P,3,line,21,42,25,31,11.7,60.42
P,4,line,25,31,21,18,13.6,60.42
P,5,line,21,18,0,6,24.19,60.42
P,0,line,0,0,0,23,23,48.51
P,1,line,0,23,0,47,24,48.51
P,2,line,0,47,12,39,14.42,48.51
P,3,line,12,39,12,30,9,48.51
P,4,line,12,30,0,21,15,48.51
P,0,line,0,0,0,32,32,53.71
P,1,line,0,32,1,49,17.03,53.71
P,2,line,1,49,20,43,19.92,53.71
P,3,line,20,43,22,36,7.28,53.71
P,4,line,22,36,22,21,15,53.71
P,5,line,22,21,20,14,7.28,53.71
P,6,line,20,14,0,7,21.19,53.71
P,0,line,0,0,0,23,23,32.57
P,1,line,0,23,1,31,8.06,32.57
P,2,line,1,31,10,30,9.06,32.57
P,3,line,10,30,10,25,5,32.57
P,4,line,10,25,0,20,11.18,32.57
P,0,line,0,0,0,35,35,61.85
P,1,line,0,35,2,51,16.12,61.85
P,2,line,2,51,10,47,8.94,61.85
P,3,line,10,47,35,41,25.71,61.85
P,4,line,35,41,35,28,13,61.85
P,5,line,35,28,10,22,25.71,61.85
P,6,line,10,22,0,16,11.66,61.85
P,0,line,0,0,0,33,33,60.42
P,1,line,0,33,2,55,22.09,60.42
P,2,line,2,55,12,49,11.66,60.42
P,3,line,12,49,25,41,15.26,60.42
P,4,line,25,41,25,24,17,60.42
P,5,line,25,24,12,16,15.26,60.42
P,6,line,12,16,0,8,14.42,60.42
P,0,line,0,0,0,32,32,44.38
P,1,line,0,32,2,41,9.22,44.38
P,2,line,2,41,17,32,17.49,44.38
P,3,line,17,32,17,19,13,44.38
P,4,line,17,19,0,6,21.4,44.38
P,0,line,0,0,0,27,27,49.98
P,1,line,0,27,1,47,20.02,49.98
P,2,line,1,47,8,45,7.28,49.98
P,3,line,8,45,17,39,10.82,49.98
P,4,line,17,39,17,28,11,49.98
P,5,line,17,28,8,22,10.82,49.98
P,6,line,8,22,0,16,10,49.98
P,0,line,0,0,0,27,27,42.38
P,1,line,0,27,2,40,13.15,42.38
P,2,line,2,40,14,31,15,42.38
P,3,line,14,31,14,20,11,42.38
P,4,line,14,20,0,9,17.8,42.38
P,0,line,0,0,0,34,34,55.36
P,1,line,0,34,2,52,18.11,55.36
P,2,line,2,52,19,47,17.72,55.36
P,3,line,19,47,19,40,7,55.36
P,4,line,19,40,0,33,20.25,55.36
P,0,line,0,0,0,20,20,38.6
P,1,line,0,20,1,37,17.03,38.6
P,2,line,1,37,6,36,5.1,38.6
P,3,line,6,36,11,32,6.4,38.6
P,4,line,11,32,11,25,7,38.6
P,5,line,11,25,6,21,6.4,38.6
P,6,line,6,21,0,17,7.21,38.6
P,0,line,0,0,0,21,21,33.84
P,1,line,0,21,0,32,11,33.84
P,2,line,0,32,6,32,6,33.84
P,3,line,6,32,11,28,6.4,33.84
P,4,line,11,28,11,21,7,33.84
P,5,line,11,21,6,17,6.4,33.84
P,6,line,6,17,0,13,7.21,33.84
P,0,line,0,0,0,25,25,38.63
P,1,line,0,25,2,36,11.18,38.63
P,2,line,2,36,10,35,8.06,38.63
P,3,line,10,35,14,28,8.06,38.63
P,4,line,14,28,10,23,6.4,38.63
P,5,line,10,23,0,17,11.66,38.63
P,0,line,0,0,0,38,38,50.12
P,1,line,0,38,0,44,6,50.12
P,2,line,0,44,11,42,11.18,50.12
P,3,line,11,42,24,37,13.93,50.12
P,4,line,24,37,24,27,10,50.12
P,5,line,24,27,11,22,13.93,50.12
P,6,line,11,22,0,17,12.08,50.12
P,0,line,0,0,0,24,24,49.98
P,1,line,0,24,0,47,23,49.98
P,2,line,0,47,17,34,21.4,49.98
P,3,line,17,34,17,20,14,49.98
P,4,line,17,20,0,6,22.02,49.98
P,0,line,0,0,0,35,35,42.95
P,1,line,0,35,1,42,7.07,42.95
P,2,line,1,42,7,39,6.71,42.95
P,3,line,7,39,9,36,3.61,42.95
P,4,line,9,36,7,31,5.39,42.95
P,5,line,7,31,0,27,8.06,42.95
P,0,line,0,0,0,36,36,48.05
P,1,line,0,36,0,47,11,48.05
P,2,line,0,47,10,40,12.21,48.05
P,3,line,10,40,10,33,7,48.05
P,4,line,10,33,0,26,12.21,48.05
P,0,line,0,0,0,37,37,56.04
P,1,line,0,37,1,54,17.03,56.04
P,2,line,1,54,15,48,15.23,56.04
P,3,line,15,48,15,39,9,56.04
P,4,line,15,39,0,30,17.49,56.04
P,0,line,0,0,0,38,38,64.47
P,1,line,0,38,0,59,21,64.47
P,2,line,0,59,26,47,28.64,64.47
P,3,line,26,47,26,32,15,64.47
P,4,line,26,32,0,17,30.02,64.47
P,0,line,0,0,0,39,39,55.71
P,1,line,0,39,2,52,13.15,55.71
P,2,line,2,52,19,49,17.26,55.71
P,3,line,19,49,20,45,4.12,55.71
P,4,line,20,45,20,36,9,55.71
P,5,line,20,36,19,32,4.12,55.71
P,6,line,19,32,0,28,19.42,55.71
P,0,line,0,0,0,37,37,67.54
P,1,line,0,37,0,61,24,67.54
P,2,line,0,61,24,48,27.29,67.54
P,3,line,24,48,29,35,13.93,67.54
P,4,line,29,35,24,20,15.81,67.54
P,5,line,24,20,0,6,27.78,67.54
P,0,line,0,0,0,36,36,57.71
P,1,line,0,36,1,51,15.03,57.71
P,2,line,1,51,26,46,25.5,57.71
P,3,line,26,46,27,38,8.06,57.71
P,4,line,27,38,27,23,15,57.71
P,5,line,27,23,26,15,8.06,57.71
P,6,line,26,15,0,7,27.2,57.71
P,0,line,0,0,0,38,38,55.8
P,1,line,0,38,0,45,7,55.8
P,2,line,0,45,33,35,34.48,55.8
P,3,line,33,35,33,23,12,55.8
P,4,line,33,23,0,11,35.11,55.8
P,0,line,0,0,0,35,35,50.99
P,1,line,0,35,0,50,15,50.99
P,2,line,0,50,10,44,11.66,50.99
P,3,line,10,44,10,35,9,50.99
P,4,line,10,35,0,26,13.45,50.99
P,0,line,0,0,0,26,26,53.45
P,1,line,0,26,0,51,25,53.45
P,2,line,0,51,16,41,18.87,53.45
P,3,line,16,41,16,29,12,53.45
P,4,line,16,29,0,17,20,53.45
P,0,line,0,0,0,29,29,40.72
P,1,line,0,29,2,37,8.25,40.72
P,2,line,2,37,14,30,13.89,40.72
P,3,line,14,30,17,23,7.62,40.72
P,4,line,17,23,14,14,9.49,40.72
P,5,line,14,14,0,6,16.12,40.72
P,0,line,0,0,0,33,33,52.8
P,1,line,0,33,1,48,15.03,52.8
P,2,line,1,48,10,44,9.85,52.8
P,3,line,10,44,22,38,13.42,52.8
P,4,line,22,38,10,32,13.42,52.8
P,5,line,10,32,0,26,11.66,52.8
P,0,line,0,0,0,35,35,56.86
P,1,line,0,35,2,52,17.12,56.86
P,2,line,2,52,21,44,20.62,56.86
P,3,line,21,44,23,31,13.15,56.86
P,4,line,23,31,21,20,11.18,56.86
P,5,line,21,20,0,8,24.19,56.86
P,0,line,0,0,0,20,20,28.16
P,1,line,0,20,1,27,7.07,28.16
P,2,line,1,27,4,27,3,28.16
P,3,line,4,27,8,25,4.47,28.16
P,4,line,8,25,8,22,3,28.16
P,5,line,8,22,4,20,4.47,28.16
P,6,line,4,20,0,18,4.47,28.16
P,0,line,0,0,0,29,29,59.36
P,1,line,0,29,1,50,21.02,59.36
P,2,line,1,50,17,42,17.89,59.36
P,3,line,17,42,32,32,18.03,59.36
P,4,line,32,32,17,22,18.03,59.36
P,5,line,17,22,0,12,19.72,59.36
P,0,line,0,0,0,30,30,39.05
P,1,line,0,30,1,38,8.06,39.05
P,2,line,1,38,9,34,8.94,39.05
P,3,line,9,34,9,27,7,39.05
P,4,line,9,27,0,20,11.4,39.05
P,0,line,0,0,0,28,28,45.45
P,1,line,0,28,0,35,7,45.45
P,2,line,0,35,22,30,22.56,45.45
P,3,line,22,30,29,21,11.4,45.45
P,4,line,29,21,22,14,9.9,45.45
P,5,line,22,14,0,6,23.41,45.45
P,0,line,0,0,0,37,37,54.34
P,1,line,0,37,1,53,16.03,54.34
P,2,line,1,53,12,47,12.53,54.34
P,3,line,12,47,12,39,8,54.34
P,4,line,12,39,0,31,14.42,54.34
P,0,line,0,0,0,38,38,62.24
P,1,line,0,38,2,57,19.1,62.24
P,2,line,2,57,16,53,14.56,62.24
P,3,line,16,53,25,47,10.82,62.24
P,4,line,25,47,25,34,13,62.24
P,5,line,25,34,16,28,10.82,62.24
P,6,line,16,28,0,22,17.09,62.24
P,0,line,0,0,0,24,24,49.65
P,1,line,0,24,2,47,23.09,49.65
P,2,line,2,47,14,41,13.42,49.65
P,3,line,14,41,16,36,5.39,49.65
P,4,line,16,36,14,29,7.28,49.65
P,5,line,14,29,0,23,15.23,49.65
P,0,line,0,0,0,23,23,37.11
P,1,line,0,23,0,36,13,37.11
P,2,line,0,36,7,31,8.6,37.11
P,3,line,7,31,9,28,3.61,37.11
P,4,line,9,28,7,23,5.39,37.11
P,5,line,7,23,0,19,8.06,37.11
P,0,line,0,0,0,23,23,51.62
P,1,line,0,23,0,48,25,51.62
P,2,line,0,48,10,43,11.18,51.62
P,3,line,10,43,19,37,10.82,51.62
P,4,line,19,37,19,24,13,51.62
P,5,line,19,24,10,18,10.82,51.62
P,6,line,10,18,0,12,11.66,51.62
P,0,line,0,0,0,34,34,58.24
P,1,line,0,34,1,56,22.02,58.24
P,2,line,1,56,14,50,14.32,58.24
P,3,line,14,50,16,42,8.25,58.24
P,4,line,16,42,14,34,8.25,58.24
P,5,line,14,34,0,26,16.12,58.24
P,0,line,0,0,0,29,29,56.08
P,1,line,0,29,1,52,23.02,56.08
P,2,line,1,52,21,38,24.41,56.08
P,3,line,21,38,21,22,16,56.08
P,4,line,21,22,0,6,26.4,56.08
P,0,line,0,0,0,32,32,49.04
P,1,line,0,32,0,47,15,49.04
P,2,line,0,47,7,45,7.28,49.04
P,3,line,7,45,14,40,8.6,49.04
P,4,line,14,40,14,31,9,49.04
P,5,line,14,31,7,26,8.6,49.04
P,6,line,7,26,0,21,8.6,49.04
P,0,line,0,0,0,31,31,50
P,1,line,0,31,0,48,17,50
P,2,line,0,48,14,41,15.65,50
P,3,line,14,41,14,31,10,50
P,4,line,14,31,0,21,17.2,50
P,0,line,0,0,0,34,34,50.25
P,1,line,0,34,0,43,9,50.25
P,2,line,0,43,20,36,21.19,50.25
P,3,line,20,36,26,25,12.53,50.25
P,4,line,26,25,20,16,10.82,50.25
P,5,line,20,16,0,6,22.36,50.25
P,0,line,0,0,0,33,33,60.42
P,1,line,0,33,1,55,22.02,60.42
P,2,line,1,55,15,47,16.12,60.42
P,3,line,15,47,25,39,12.81,60.42
P,4,line,25,39,25,22,17,60.42
P,5,line,25,22,15,14,12.81,60.42
P,6,line,15,14,0,6,17,60.42
R,0,line,0,0,1,29,29.02,61.29
R,1,line,1,29,1,54,25,61.29
R,2,line,1,54,8,52,7.28,61.29
R,3,line,8,52,29,46,21.84,61.29
R,4,line,29,46,29,35,11,61.29
R,5,line,29,35,8,29,21.84,61.29
R,6,line,8,29,0,23,10,61.29
R,7,line,0,23,16,0,28.02,61.29
R,0,line,0,0,2,26,26.08,40.5
R,1,line,2,26,2,34,8,40.5
R,2,line,2,34,14,30,12.65,40.5
R,3,line,14,30,22,21,12.04,40.5
R,4,line,22,21,14,14,10.63,40.5
R,5,line,14,14,0,6,16.12,40.5
R,6,line,0,6,16,0,17.09,40.5
R,0,line,0,0,0,30,30,52.39
R,1,line,0,30,0,48,18,52.39
R,2,line,0,48,19,43,19.65,52.39
R,3,line,19,43,21,36,7.28,52.39
R,4,line,21,36,21,22,14,52.39
R,5,line,21,22,19,15,7.28,52.39
R,6,line,19,15,0,8,20.25,52.39
R,7,line,0,8,20,0,21.54,52.39
R,0,line,0,0,0,30,30,54.41
R,1,line,0,30,0,52,22,54.41
R,2,line,0,52,6,50,6.32,54.41
R,3,line,6,50,16,46,10.77,54.41
R,4,line,16,46,16,37,9,54.41
R,5,line,16,37,6,33,10.77,54.41
R,6,line,6,33,0,29,7.21,54.41
R,7,line,0,29,14,0,32.2,54.41
R,0,line,0,0,1,23,23.02,60.44
R,1,line,1,23,1,47,24,60.44
R,2,line,1,47,10,42,10.3,60.44
R,3,line,10,42,38,35,28.86,60.44
R,4,line,38,35,38,21,14,60.44
R,5,line,38,21,10,14,28.86,60.44
R,6,line,10,14,0,7,12.21,60.44
R,7,line,0,7,22,0,23.09,60.44
R,0,line,0,0,0,24,24,48.75
R,1,line,0,24,0,44,20,48.75
R,2,line,0,44,10,40,10.77,48.75
R,3,line,10,40,20,33,12.21,48.75
R,4,line,20,33,20,20,13,48.75
R,5,line,20,20,10,13,12.21,48.75
R,6,line,10,13,0,6,12.21,48.75
R,7,line,0,6,21,0,21.84,48.75
R,0,line,0,0,0,32,32,55.9
R,1,line,0,32,0,50,18,55.9
R,2,line,0,50,21,42,22.47,55.9
R,3,line,21,42,25,29,13.6,55.9
R,4,line,25,29,21,18,11.7,55.9
R,5,line,21,18,0,6,24.19,55.9
R,6,line,0,6,22,0,22.8,55.9
R,0,line,0,0,0,23,23,44.69
R,1,line,0,23,0,34,11,44.69
R,2,line,0,34,26,31,26.17,44.69
R,3,line,26,31,29,26,5.83,44.69
R,4,line,29,26,29,16,10,44.69
R,5,line,29,16,26,11,5.83,44.69
R,6,line,26,11,0,6,26.48,44.69
R,7,line,0,6,13,0,14.32,44.69
R,0,line,0,0,1,29,29.02,39.56
R,1,line,1,29,1,38,9,39.56
R,2,line,1,38,6,37,5.1,39.56
R,3,line,6,37,11,33,6.4,39.56
R,4,line,11,33,11,26,7,39.56
R,5,line,11,26,6,22,6.4,39.56
R,6,line,6,22,0,18,7.21,39.56
R,7,line,0,18,11,0,21.1,39.56
R,0,line,0,0,0,35,35,46.32
R,1,line,0,35,0,45,10,46.32
R,2,line,0,45,11,41,11.7,46.32
R,3,line,11,41,11,34,7,46.32
R,4,line,11,34,0,27,13.04,46.32
R,5,line,0,27,8,0,28.16,46.32
R,0,line,0,0,2,37,37.05,67.6
R,1,line,2,37,2,59,22,67.6
R,2,line,2,59,33,49,32.57,67.6
R,3,line,33,49,33,36,13,67.6
R,4,line,33,36,0,23,35.47,67.6
R,5,line,0,23,20,0,30.48,67.6
R,0,line,0,0,0,31,31,44.15
R,1,line,0,31,0,43,12,44.15
R,2,line,0,43,10,37,11.66,44.15
R,3,line,10,37,10,30,7,44.15
R,4,line,10,30,0,23,12.21,44.15
R,5,line,0,23,9,0,24.7,44.15
R,0,line,0,0,0,38,38,48.85
R,1,line,0,38,0,45,7,48.85
R,2,line,0,45,5,43,5.39,48.85
R,3,line,5,43,19,40,14.32,48.85
R,4,line,19,40,19,33,7,48.85
R,5,line,19,33,5,30,14.32,48.85
R,6,line,5,30,0,27,5.83,48.85
R,7,line,0,27,9,0,28.46,48.85
R,0,line,0,0,1,27,27.02,50.7
R,1,line,1,27,1,47,20,50.7
R,2,line,1,47,12,42,12.08,50.7
R,3,line,12,42,19,36,9.22,50.7
R,4,line,19,36,19,23,13,50.7
R,5,line,19,23,12,17,9.22,50.7
R,6,line,12,17,0,11,13.42,50.7
R,7,line,0,11,19,0,21.95,50.7
R,0,line,0,0,1,21,21.02,47.71
R,1,line,1,21,1,40,19,47.71
R,2,line,1,40,7,38,6.32,47.71
R,3,line,7,38,26,33,19.65,47.71
R,4,line,26,33,26,24,9,47.71
R,5,line,26,24,7,19,19.65,47.71
R,6,line,7,19,0,14,8.6,47.71
R,7,line,0,14,13,0,19.1,47.71
R,0,line,0,0,0,37,37,60.01
R,1,line,0,37,0,55,18,60.01
R,2,line,0,55,12,49,13.42,60.01
R,3,line,12,49,24,41,14.42,60.01
R,4,line,24,41,24,25,16,60.01
R,5,line,24,25,12,17,14.42,60.01
R,6,line,12,17,0,9,14.42,60.01
R,7,line,0,9,24,0,25.63,60.01
R,0,line,0,0,0,35,35,51.55
R,1,line,0,35,0,49,14,51.55
R,2,line,0,49,14,38,17.8,51.55
R,3,line,14,38,14,27,11,51.55
R,4,line,14,27,0,16,17.8,51.55
R,5,line,0,16,16,0,22.63,51.55
R,0,line,0,0,1,30,30.02,47.01
R,1,line,1,30,1,43,13,47.01
R,2,line,1,43,17,36,17.46,47.01
R,3,line,17,36,19,25,11.18,47.01
R,4,line,19,25,17,16,9.22,47.01
R,5,line,17,16,0,6,19.72,47.01
R,6,line,0,6,19,0,19.92,47.01
R,0,line,0,0,0,38,38,53.14
R,1,line,0,38,0,50,12,53.14
R,2,line,0,50,17,38,20.81,53.14
R,3,line,17,38,17,24,14,53.14
R,4,line,17,24,0,10,22.02,53.14
R,5,line,0,10,18,0,20.59,53.14
R,0,line,0,0,1,21,21.02,31.78
R,1,line,1,21,1,29,8,31.78
R,2,line,1,29,7,28,6.08,31.78
R,3,line,7,28,13,24,7.21,31.78
R,4,line,13,24,13,17,7,31.78
R,5,line,13,17,7,13,7.21,31.78
R,6,line,7,13,0,9,8.06,31.78
R,7,line,0,9,10,0,13.45,31.78
R,0,line,0,0,0,30,30,43.46
R,1,line,0,30,0,40,10,43.46
R,2,line,0,40,14,32,16.12,43.46
R,3,line,14,32,17,25,7.62,43.46
R,4,line,17,25,14,16,9.49,43.46
R,5,line,14,16,0,8,16.12,43.46
R,6,line,0,8,17,0,18.79,43.46
R,0,line,0,0,2,32,32.06,45.31
R,1,line,2,32,2,42,10,45.31
R,2,line,2,42,17,32,18.03,45.31
R,3,line,17,32,17,19,13,45.31
R,4,line,17,19,0,6,21.4,45.31
